,count,mean,median,std,min,25%,75%,max
IHME-CurveFit,51.0,3231540.7,114071.7,8712021.6,14.7,2823.0,1358045.2,49758845.5
Baseline_0.98,51.0,3454490.3,56190.1,21541967.5,3.2,3533.2,399540.7,154148539.9
Baseline,51.0,17225306.2,16974.4,111209549.7,0.1,2779.5,120536.6,793701830.2
