,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,280.7,131.7,554.2,3.9,31.7,276.5,3530.0
IowaStateLW-STEM,51.0,284.5,142.0,345.1,2.0,27.5,418.5,1781.0
Baseline_0.98,51.0,335.1,99.9,833.6,1.0,17.2,304.9,5644.2
MIT_CovidAnalytics-DELPHI,51.0,355.5,97.0,647.1,2.0,29.5,345.5,3465.0
LANL-GrowthRate,51.0,375.4,111.0,785.6,0.1,24.4,393.5,4631.1
CU-select,51.0,413.3,132.0,764.7,1.0,23.5,473.0,4244.0
Baseline,51.0,496.8,85.6,1532.6,1.0,25.4,203.6,10467.3
UT-Mobility,51.0,657.9,132.7,1583.1,3.1,60.2,644.8,10422.0
IHME-CurveFit,51.0,659.4,204.4,1159.6,0.8,94.9,555.9,5622.4
