,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51.0,180.0,93.3,266.9,0.8,28.1,198.8,1249.8
YYG-ParamSearch,51.0,198.7,64.9,324.0,0.1,14.3,214.1,1223.2
IHME-CurveFit,51.0,202.0,78.1,386.3,2.0,14.6,185.8,2216.0
Baseline_0.98,51.0,224.1,57.1,483.9,0.0,12.2,146.3,2706.3
UCLA-SuEIR,51.0,239.9,82.5,711.8,0.5,15.8,202.5,4993.1
CU-select,51.0,362.5,168.0,559.5,0.0,64.5,354.5,2576.0
MIT_CovidAnalytics-DELPHI,51.0,393.6,125.0,754.3,0.0,16.0,481.5,4483.0
Baseline,51.0,438.7,68.6,982.5,0.0,10.1,222.0,5234.9
