,count,mean,median,std,min,25%,75%,max
IHME-CurveFit,51.0,2687832.5,77146.2,7373676.6,14.7,2422.3,1050126.6,42758455.6
Baseline_0.98,51.0,2763742.2,52476.2,17202708.6,6.3,2928.0,307123.7,123093782.9
LANL-GrowthRate,51.0,3318941.5,54673.1,20160387.4,2.4,2601.4,311983.7,144290722.8
Baseline,51.0,11924121.6,10727.0,77674833.8,0.0,1969.5,80190.1,554494848.1
