,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,386.6,152.2,556.5,5.7,30.6,546.4,2758.1
Baseline_0.98,51.0,511.3,203.5,1349.8,3.0,44.3,489.3,9550.0
LANL-GrowthRate,51.0,590.8,200.9,1610.7,1.9,37.7,473.9,11350.6
CU-select,51.0,600.9,240.0,1220.0,0.0,64.5,577.5,8110.0
Baseline,51.0,680.8,94.7,2709.9,1.1,48.3,279.9,18977.7
IHME-CurveFit,51.0,773.4,246.3,1245.2,2.8,46.6,853.9,5969.0
UT-Mobility,51.0,926.8,259.9,1968.7,0.9,57.6,1064.9,12462.0
