,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,352895.7,13534.4,1033737.3,41.5,482.4,186648.0,6424053.5
Baseline_0.98,51.0,1382334.6,27179.7,8488020.6,6.5,1068.3,171535.1,60730173.1
CU-select,51.0,1467818.9,40000.0,7229806.2,0.0,1806.5,300788.0,51236964.0
IHME-CurveFit,51.0,1585126.7,38913.1,4672918.5,3.4,2705.4,483358.0,27985316.7
LANL-GrowthRate,51.0,2383164.3,26070.1,15063498.3,4.7,1127.9,174339.1,107762524.9
UT-Mobility,51.0,3933254.9,36918.9,19726744.4,0.0,1598.6,779488.6,138839089.0
Baseline,51.0,4430207.1,6584.2,29497659.3,0.1,791.2,52161.4,210734993.7
