,count,mean,median,std,min,25%,75%,max
Baseline_0.98,51.0,666.8,237.0,1752.2,1.8,59.3,631.8,12415.7
IHME-CurveFit,51.0,990.2,337.7,1515.3,3.8,53.1,1156.5,7054.0
Baseline,51.0,1032.6,130.3,4059.8,0.3,52.7,346.2,28172.7
