,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,53581.8,1013.9,196060.9,0.3,36.4,15930.6,1318613.4
IHME-CurveFit,51.0,95606.1,1725.7,264705.2,0.8,97.9,26262.5,1353501.9
Baseline_0.98,51.0,180899.2,991.2,1147209.7,0.4,133.3,8151.4,8203515.6
CU-select,51.0,202940.3,5329.0,600359.9,1.0,182.5,35770.0,3594816.0
Baseline,51.0,316098.5,388.7,2160756.9,1.7,124.2,7325.9,15442654.4
MOBS_NEU-GLEAM_COVID,51.0,505253.2,6800.1,1821426.1,0.8,1239.9,64975.1,11430422.2
LANL-GrowthRate,51.0,607203.0,1536.8,3977216.8,0.3,103.3,11752.0,28422957.5
UT-Mobility,51.0,1118030.3,987.8,7076005.5,0.2,150.9,26564.3,50452609.0
