,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,262.6,105.8,416.7,4.6,19.3,324.4,2224.6
Baseline_0.98,51.0,325.1,135.8,854.5,1.0,22.5,317.3,5968.9
Baseline,51.0,379.5,60.1,1461.4,0.3,19.5,234.1,10358.7
LANL-GrowthRate,51.0,421.0,99.2,1287.6,1.7,21.2,338.6,9098.9
CU-select,51.0,456.2,157.0,909.5,0.0,46.0,425.0,5751.0
IHME-CurveFit,51.0,507.6,154.4,863.5,1.3,43.1,483.9,4317.3
MOBS_NEU-GLEAM_COVID,51.0,596.8,189.6,1121.8,2.5,41.6,483.5,5390.6
UT-Mobility,51.0,642.6,132.6,1643.0,0.6,21.9,605.5,10801.9
