,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51.0,102253.0,8704.9,297988.6,0.7,792.9,39807.5,1562102.0
YYG-ParamSearch,51.0,142430.9,4209.4,368322.6,0.0,208.6,45877.5,1496302.1
IHME-CurveFit,51.0,187068.5,6092.0,744550.6,4.0,215.1,34674.8,4910620.5
Baseline_0.98,51.0,279795.5,3260.2,1103721.8,0.0,148.8,21417.4,7323807.1
CU-select,51.0,438328.6,28224.0,1239515.0,0.0,4190.5,128640.5,6635776.0
UCLA-SuEIR,51.0,554343.3,6803.7,3488412.4,0.2,251.4,41248.6,24930755.7
MIT_CovidAnalytics-DELPHI,51.0,712678.4,15625.0,2915060.6,0.0,257.0,232964.5,20097289.0
Baseline,51.0,1138814.0,4702.0,4265185.5,0.0,101.7,50175.4,27403729.3
