,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51.0,113.2,31.8,203.9,0.6,6.0,126.0,1148.3
Baseline_0.98,51.0,135.3,31.5,407.2,0.6,11.5,90.3,2864.2
Baseline,51.0,142.4,19.7,549.3,1.3,11.1,85.6,3929.7
IHME-CurveFit,51.0,161.0,41.5,266.6,0.9,9.9,162.0,1163.4
LANL-GrowthRate,51.0,208.4,39.2,758.3,0.5,10.2,107.2,5331.3
CU-select,51.0,230.2,73.0,391.1,1.0,13.5,189.0,1896.0
UT-Mobility,51.0,286.2,31.4,1028.0,0.4,12.2,162.8,7103.0
MOBS_NEU-GLEAM_COVID,51.0,323.7,82.5,639.1,0.9,35.2,254.9,3380.9
